1,5
1,17
2,3
2,56
3,56
4,53
5,4
7,1
8,4
9,24
10,42
11,14
12,44
15,41
16,17
16,26
17,27
18,25
18,28
19,29
20,3
21,31
23,12
25,49
25,53
26,52
27,54
28,2
28,29
29,56
30,22
31,54
32,15
32,24
33,34
34,35
36,47
37,38
38,39
39,7
40,43
41,32
41,35
41,8
42,45
43,9
44,46
44,37
45,11
46,13
47,43
47,48
49,53
49,18
50,16
51,17
52,6
53,18
53,25
53,21
54,3
55,19
56,51
56,53
